slug,event_type,x,y
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,0.4134862265261807,1.0
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,1.2404586795785422,0.2950102022716814
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,2.0674311326309036,0.2741280331850108
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,2.894403585683265,0.05192745189466619
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,3.7213760387356265,0.09402838492886263
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,4.548348491787988,0.04522811872997786
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,5.375320944840349,0.16881851753717647
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,6.202293397892711,0.06949516207623037
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,7.029265850945072,0.10760071996334214
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,7.856238303997434,0.022524362174071718
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,8.683210757049796,0.03511191260332531
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,9.510183210102158,0.05611877723973418
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,10.337155663154519,0.10365011956775405
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,11.16412811620688,0.12773188543037306
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,11.991100569259242,0.1290114474934649
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,12.818073022311603,0.03893374893342928
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,13.645045475363965,0.10639175027095708
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,14.472017928416326,0.04832119369272142
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,15.298990381468688,0.1305075948871068
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,16.125962834521047,0.10403468986441236
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,16.95293528757341,0.06469414725987256
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,17.77990774062577,0.03714281601806503
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,18.606880193678133,0.08252878625442399
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,19.433852646730493,0.15835088519924612
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,20.260825099782856,0.18367656602839355
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,21.087797552835216,0.001978064137528475
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,21.91477000588758,0.17244019869142427
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,22.74174245893994,0.22294020773846993
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,23.568714911992302,0.05653403734237854
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,24.39568736504466,0.12245305245959703
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,25.222659818097025,0.1135204333785962
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,26.049632271149385,0.011152745810167264
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,hurricane,26.876604724201748,0.16119684022064154
