slug,short_name,disaster_type,event_type,D_peak,t_peak_hours,fit_method,fit_min_tprime_hours,n_mono,n_post_fit,n_total_post,alpha,logA,r2,t_decay_start,t_decay_end,D_inf,D_inf_abs,near_delta_peak_windows_mean,D_inf_summary,n_time_windows,D_peak_summary,D_peak_snr,catalog_exclude_reason,route_b_exclude_via_catalog,route_b_exclude_via_cli,quality_short_windows,quality_short_post_peak,quality_low_signal,quality_low_snr,quality_missing_near_delta,analysis_n_mono_lt_threshold,analysis_alpha_nan,data_quality_ok,analysis_applicability_ok,route_b_base_ok,route_b_excluded_slug,route_b_low_r2,route_b_selected,route_b_selected_plot,drop_reason_primary,drop_reason_class
hurricane_melissa_10_27_2025,melissa,hurricane,NEUTRAL,0.4724414077110588,52.0,monotone_truncated,0.0,4,4,4,0.40627215723998766,1.2003991035615855,0.9956725718208175,20.0,288.0,0.34361243731652263,0.16233674359284592,,0.34361243731652263,6,0.4724414077110588,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,data_quality_missing_near_delta,data_quality
hurricane_melissa_aftermath_2025_11_03,melissa_aft,hurricane,EVAC,0.32761606105846197,36.0,monotone_truncated,0.0,5,5,5,0.12950417347142185,0.37969785434202274,0.9969389171659657,20.0,444.0,0.6725928596577806,0.22035222337712898,-0.5420930463020194,0.6725928596577806,6,0.32761606105846197,,non_independent_aftermath (melissa_10_27 aftermath),True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,manual_exclude_catalog,manual_exclude
hurricane_milton_across_florida_us,milton_fl,hurricane,EVAC,0.2493944243998009,-8.0,monotone_truncated,0.0,2,10,10,,,,16.0,40.0,0.45971114884646286,0.1146493973567348,-0.044883050554505144,0.45971114884646286,11,0.2493944243998009,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
india_monsoon_season_study_2024_05_09_nct_delhi_up_bihar,india_monsoon_season_s,monsoon,INFL,0.18148306873830664,536.0,monotone_truncated,0.0,1,12,12,,,,24.0,24.0,0.3207343844812271,0.05820786034554501,0.07925056582733202,0.3207343844812271,36,0.18148306873830664,,groundtruth_unresolved_round1,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,manual_exclude_catalog,manual_exclude
line_fire_southern_california_9_september_2024,line_fire,wildfire,INFL,0.1202653175000561,336.0,monotone_truncated,0.0,0,0,0,,,,,,,,0.09280627133026063,,16,0.1202653175000561,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
moldova_flooding_2024,moldova,flood,INFL,0.0631527023112268,344.0,monotone_truncated,0.0,3,13,13,-0.0012287169415026826,-0.2985795179818249,0.0027492780008891993,24.0,72.0,0.7740437278372516,0.04888295311997821,0.03650953616317475,0.7740437278372516,29,0.0631527023112268,,groundtruth_unresolved_round1,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,manual_exclude_catalog,manual_exclude
pakistan_monsoon_season_study_sindh_2024_05_09,pakistan_monsoon_seaso,monsoon,INFL,0.08646891672754135,824.0,monotone_truncated,0.0,0,0,0,,,,,,,,0.027424920580333516,,36,0.08646891672754135,,groundtruth_unresolved_round1,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,manual_exclude_catalog,manual_exclude
park_fire_2024,park_fire1,wildfire,INFL,0.06267427957325017,388.0,monotone_truncated,0.0,0,0,0,,,,,,,,0.05087192990957816,,18,0.06267427957325017,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
park_fire_california_29_july_2024,park_fire2,wildfire,NEUTRAL,0.03133960305118296,272.0,monotone_truncated,0.0,1,3,3,,,,24.0,24.0,0.9960980081631389,0.031217316175906777,0.01648782288792705,0.9960980081631389,16,0.03133960305118296,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
spain_flood,spain_flood,flood,INFL,0.12910513786241298,104.0,monotone_truncated,0.0,4,5,5,0.2672111552113405,0.7722540742890504,0.9762595008183927,24.0,96.0,0.785070108828101,0.10135658463191155,0.13846800317552516,0.785070108828101,11,0.12910513786241298,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_earthquake_across_central_mexico,the_earthquake_across_,earthquake,INFL,0.24759529687456974,32.0,monotone_truncated,0.0,4,4,4,0.3479752777497077,0.7066884660171193,0.893023087603731,24.0,96.0,0.3869447158247225,0.0958056917886682,0.25048946838167174,0.3869447158247225,5,0.24759529687456974,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_earthquake_across_dhaka_division_bangladesh,the_earthquake_across_,earthquake,INFL,0.09190257647023503,296.0,monotone_truncated,0.0,1,1,1,,,,16.0,16.0,0.7146598544029573,0.06567908191947482,0.0662768405586377,0.7146598544029573,6,0.09190257647023503,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,flood,EVAC,0.1316684230424645,320.0,monotone_truncated,0.0,1,1,1,,,,20.0,20.0,0.9991124820276355,0.13155156495062142,-0.031006566077981516,0.9991124820276355,16,0.1316684230424645,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
the_flooding_across_eastern_bangladesh,bangladesh_fld,flood,INFL,0.08402106945945663,8.0,monotone_truncated,0.0,2,11,11,,,,24.0,48.0,0.5248685650853776,0.044100018164123844,0.06262703145731047,0.5248685650853776,13,0.08402106945945663,,groundtruth_unresolved_round1,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,manual_exclude_catalog,manual_exclude
the_flooding_across_gujarat_india,gujarat_fld,flood,EVAC,0.10868525430476639,128.0,monotone_truncated,0.0,2,2,2,,,,24.0,44.0,0.7667052772945702,0.08332955803956679,-0.07451215041607123,0.7667052772945702,9,0.10868525430476639,,groundtruth_unresolved_round1,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,manual_exclude_catalog,manual_exclude
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,flood,INFL,0.10380220992425243,272.0,monotone_truncated,0.0,4,18,18,0.6169809033987398,1.9192802027792548,0.9882632417233155,24.0,96.0,0.39420766450527056,0.040919626744725365,0.08397836838532147,0.39420766450527056,31,0.10380220992425243,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
the_flooding_in_benue_and_kogi_states_nigeria,the_flooding_in_benue_,flood,INFL,0.2228333706499669,148.0,monotone_truncated,0.0,0,0,0,,,,,,,,0.17016812610744964,,8,0.2228333706499669,,groundtruth_unresolved_round1,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,manual_exclude_catalog,manual_exclude
the_flooding_in_conakry_city_conakry_guinea,the_flooding_in_conakr,flood,INFL,0.11532596949541375,8.0,monotone_truncated,0.0,1,12,12,,,,24.0,24.0,0.769049993271456,0.08869143606447208,0.06305374377725997,0.769049993271456,14,0.11532596949541375,,groundtruth_unresolved_round1,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,manual_exclude_catalog,manual_exclude
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,wildfire,NEUTRAL,0.10126979022728698,8.0,monotone_truncated,0.0,4,14,14,0.2894503347968899,0.9317332564686135,0.8296508048445469,24.0,96.0,0.38364460668196776,0.0388516088405129,0.0004955791073127038,0.38364460668196776,16,0.10126979022728698,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,tropical_storm,EVAC,0.05567100268622253,80.0,monotone_truncated,0.0,1,13,13,,,,24.0,24.0,0.9369673015803925,0.05216190916318471,-0.028821987869670423,0.9369673015803925,16,0.05567100268622253,,,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,analysis_n_mono_lt_threshold,analysis_applicability
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,tropical_storm,EVAC,0.10072307092707469,268.0,monotone_truncated,0.0,0,0,0,,,,,,,,-0.07055622096690908,,13,0.10072307092707469,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,data_quality_short_post_peak,data_quality
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,kristine_ph,tropical_storm,EVAC,0.2651354776834315,36.0,monotone_truncated,0.0,4,11,11,0.7488103455379354,1.9207222164721305,0.9817270615431342,24.0,96.0,0.4831070690481581,0.1280888235243259,-0.12472702824355175,0.4831070690481581,12,0.2651354776834315,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
tropical_storm_yagi_philippines_2_september_2024,yagi_ph,tropical_storm,EVAC,0.14438157892177036,9.0,monotone_truncated,0.0,5,14,14,0.34427550869440027,0.897859394715423,0.946632769052444,24.0,120.0,0.6829611848923468,0.09860701421704017,-0.19175586672571754,0.6829611848923468,15,0.14438157892177036,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
turkiye_earthquake_2023,turkiye,earthquake,INFL,0.3565980804269134,8.0,monotone_truncated,0.0,4,34,34,0.24680140460507352,0.6588314780589545,0.9711881658748021,24.0,96.0,0.6237477350986944,0.22242724500682928,0.03375628520912457,0.6237477350986944,36,0.3565980804269134,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
typhoon_krathon_across_taiwan,krathon_tw,typhoon,INFL,0.13289296893257618,-9.666666666666666,monotone_truncated,0.0,4,11,11,0.20563779529292558,0.24906658855747338,0.9383182853768472,20.0,92.0,0.6282720468553751,0.08349293760395742,0.09754216759150325,0.6282720468553751,12,0.13289296893257618,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
typhoon_yagi_across_northeastern_vietnam,yagi_vn,typhoon,EVAC,0.2914427860091868,21.0,monotone_truncated,0.0,6,11,11,0.5016555761289064,1.3163054531391682,0.974097670819227,16.0,136.0,0.2583003130390021,0.07527976285913185,-0.4845434252653976,0.2583003130390021,12,0.2914427860091868,,,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,selected,selected
wildfires_in_boise_county_idaho_27_august_2024,boise_fire,wildfire,INFL,0.08464018342954686,152.0,monotone_truncated,0.0,8,8,8,0.06052022777175001,-0.17331470783031167,0.8604979457878426,24.0,188.0,0.6053716613593298,0.05123876846050321,0.05950839263115021,0.6053716613593298,16,0.08464018342954686,,groundtruth_unresolved_round1,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,manual_exclude_catalog,manual_exclude
