slug,name,event_type,hours_since_quake,g1,abs_g1,sigma1_energy,r_max_km,mode_used
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,0.0,-0.6474585958645894,0.6474585958645894,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,24.0,-0.19697013409073916,0.19697013409073916,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,48.0,-0.14608021664875634,0.14608021664875634,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,72.0,-0.14480896993986145,0.14480896993986145,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,96.0,-0.021796754738818407,0.021796754738818407,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,120.0,-0.091682095468158,0.091682095468158,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,144.0,-0.02484618365566341,0.02484618365566341,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,168.0,-0.09487114817349714,0.09487114817349714,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,192.0,-0.06508755323532722,0.06508755323532722,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,216.0,-0.05036827225078333,0.05036827225078333,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,240.0,-0.12328006379413675,0.12328006379413675,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,264.0,0.017485034060162066,0.017485034060162066,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,288.0,0.014227063142272912,0.014227063142272912,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_quintana_roo_and_yucatan_mexico,"Hurricane Beryl Across Quintana Roo and Yucatan, Mexico",hurricane,312.0,-0.04517872276207003,0.04517872276207003,0.6077947886654543,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,0.0,-0.6721187820760469,0.6721187820760469,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,24.0,-0.4166173499823519,0.4166173499823519,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,48.0,-0.28160201727019885,0.28160201727019885,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,72.0,-0.21245353979764947,0.21245353979764947,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,96.0,-0.16988578027727147,0.16988578027727147,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,120.0,-0.1288046196214872,0.1288046196214872,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,144.0,-0.1328806662273397,0.1328806662273397,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,168.0,-0.11702834732902084,0.11702834732902084,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,192.0,-0.11170598049951015,0.11170598049951015,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,216.0,-0.08010206838175046,0.08010206838175046,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,240.0,-0.06889129337796555,0.06889129337796555,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,264.0,-0.07894288942968605,0.07894288942968605,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,288.0,-0.07866692584566326,0.07866692584566326,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,312.0,-0.09655407673555916,0.09655407673555916,0.8725584560521701,200.0,fill_missing
hurricane_beryl_across_southeastern_texas_us,"Hurricane Beryl Across Southeastern Texas, US",hurricane,336.0,-0.05597947222676819,0.05597947222676819,0.8725584560521701,200.0,fill_missing
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,0.0,-1.0655948070776613,1.0655948070776613,0.7476820816837334,200.0,fill_missing
hurricane_beryl_pre_landfall_2024,Hurricane Beryl Pre Landfall Disaster Maps June 30 2024,hurricane,24.0,-1.6154104516984786,1.6154104516984786,0.7476820816837334,200.0,fill_missing
