slug,geo_unit,alpha_unit,logA_unit,r2_unit,n_mono,t_peak_h,D_peak_unit,delta_peak_unit,distance_km,n_tiles_median,n_windows_total
flooding_in_central_and_eastern_europe_sept_16_2024,1202120200,0.23658607164314652,0.640416072986312,0.718431684193914,5,88.0,0.12217028129405061,0.12217028129405061,765.9763408731021,80.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120202,0.47894303934139315,1.10604451484706,0.767001525266774,3,136.0,0.07966282535606894,0.07966282535606894,754.0751723596621,46.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120210,0.19914656637233435,0.5068034519841149,0.9340038213586526,4,88.0,0.13075519675337377,0.13075519675337377,724.3667302903452,178.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120213,0.010414406189511628,-0.12001454820829986,0.034506203887183395,3,112.0,0.08694764248702369,0.08694764248702369,690.7164335932331,202.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120301,0.8775969512450459,2.73817629287662,0.5978060004456056,3,112.0,0.05788671522433564,0.05788671522433564,664.2592396777172,42.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202120320,-0.003995997895914944,-0.3546652000421636,0.02015139765960261,3,112.0,0.08647316452183551,0.08647316452183551,656.9533491458507,118.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121221,0.1748322978858318,0.3809348266321019,0.7854145282481129,3,112.0,0.07804325681276802,0.07804325681276802,557.198551341473,154.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121222,0.3071027073124102,0.6677547626690438,0.6696883173000425,3,112.0,0.07544087684318623,0.07544087684318623,561.4479784707042,135.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121223,-0.061855524093061796,-0.6740319362029161,0.9911200461152457,3,112.0,0.05888805711905287,0.05888805711905287,541.7335729636869,172.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121233,2.5692611615376033,8.538598655754411,0.6465576682035474,3,16.0,0.09959374834070178,-0.09959374834070178,503.8501647317262,120.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121312,-0.0661363952454773,-0.43946201004227803,0.9312927616847412,3,112.0,0.10987810669518727,0.10987810669518727,490.0200627185645,145.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121313,0.36402236561251905,1.0141347030142924,0.9122640358136884,5,88.0,0.1719945972397796,0.1719945972397796,475.6897040757631,144.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121322,1.3756039734014551,4.59570322763262,0.848388539194797,4,16.0,0.12794603580006203,-0.12794603580006203,485.8025733193329,167.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121323,0.5304710848864783,1.7012880171162188,0.944573367955386,3,88.0,0.05772013678675947,0.05772013678675947,468.44424491087244,156.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202121330,0.2512852403359525,0.7367407757533581,0.8453740576026558,3,88.0,0.0976677828077146,0.0976677828077146,470.7294488438712,160.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122012,0.04776242479219398,0.021708237272659175,0.632939220030349,3,88.0,0.0837738664071872,0.0837738664071872,666.3500544476639,113.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122013,0.3853902478774159,1.2513749069564977,0.6651613294700304,4,88.0,0.10164978341474429,0.10164978341474429,643.6102561035805,95.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122023,0.20711154195058631,0.6182078871692307,0.7998884044401479,3,112.0,0.09239932421833585,0.09239932421833585,671.741990086972,154.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122031,0.05340038993484847,-0.05816561243421871,0.5088854283022317,4,112.0,0.0716923899415911,0.0716923899415911,633.5725767147749,138.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122033,0.06234773186616011,-0.0074393254780568425,0.6572555972517673,3,64.0,0.07638576436093758,0.07638576436093758,624.3289650179161,64.0,27
flooding_in_central_and_eastern_europe_sept_16_2024,1202122102,0.16276054336824128,0.405986370839234,0.7912558181053905,3,112.0,0.06538117795788656,0.06538117795788656,621.0880288689453,114.0,27
